"N_total","T_total","predictor.type","outcome.type","sdX.within","sdX.between","g.00","g.01","g.10","sd.u0","sd.u1","sd.e","true_cluster_means","l1_g.10_bias","l2_g.10_bias","l3a_g.10_bias","l4_g.10_bias","g.exchangeable1_g.10_bias","g.exchangeable2_g.10_bias","g.exchangeable3_g.10_bias","g.exchangeable4_g.10_bias","g.ar11_g.10_bias","g.ar12_g.10_bias","g.ar13_g.10_bias","g.ar14_g.10_bias","g.independence1_g.10_bias","g.independence2_g.10_bias","g.independence3_g.10_bias","g.independence4_g.10_bias","l1_success","l2_success","l3a_success","l4_success","g.independence1_success","g.exchangeable1_success","g.ar11_success","g.independence2_success","g.exchangeable2_success","g.ar12_success","g.independence3_success","g.ar13_success","g.independence4_success","g.exchangeable4_success","g.ar14_success"
200,5,"binary","binary",1,3,0,0,1.5,3,0,1,FALSE,0.005,0.02,-0.009,-0.008,-0.795,-0.794,-0.793,-0.793,-0.791,-0.79,-0.789,-0.789,-0.797,-0.791,-0.793,-0.793,0.992,0.94,0.992,0.991,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,0,1.5,3,0,1,FALSE,-0.005,-0.074,-0.028,-0.032,-0.801,-0.804,-0.802,-0.802,-0.81,-0.811,-0.808,-0.808,-0.785,-0.8,-0.802,-0.802,0.806,0.753,0.876,0.893,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,0,1.5,3,0,1,FALSE,-0.002,-0.037,-0.019,-0.016,-0.802,-0.802,-0.801,-0.801,-0.802,-0.803,-0.802,-0.802,-0.8,-0.798,-0.801,-0.801,0.774,0.779,0.848,0.877,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,0,1.5,3,0,1,FALSE,-0.015,-0.014,-0.016,-0.014,-0.806,-0.807,-0.804,-0.804,-0.806,2217865930634.55,12543080856746.3,12484159573321.9,-0.8,-0.802,-0.804,-0.804,0.997,1,0.982,0.967,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,0,1.5,3,0,1,FALSE,-0.003,-0.004,-0.005,-0.005,-0.801,-0.802,-0.8,-0.8,-0.801,1359068775690.64,211938187211.687,211938187211.689,-0.794,-0.797,-0.8,-0.8,0.999,1,0.995,0.988,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,0,1.5,3,0,1,FALSE,0.059,-0.101,0.062,0.06,-0.752,-1.076,-0.746,-0.746,-0.754,-1.077,-0.747,-0.747,-0.739,-1.076,-0.742,-0.742,0.939,0.95,0.941,0.942,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,0,1.5,3,0,1,FALSE,0.042,-0.118,0.038,0.037,-0.757,-1.076,-0.75,-0.75,-0.76,-1.077,-0.753,-0.753,-0.747,-1.076,-0.746,-0.746,0.972,0.976,0.91,0.912,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,0,1.5,3,0,1,FALSE,0.027,-0.027,0.01,0.011,-0.76,-1.074,-0.752,-0.752,-0.766,1762564798155.86,1419440311709.67,1350087443386.46,-0.741,-1.074,-0.743,-0.743,1,0.85,0.926,0.93,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,0,1.5,3,0,1,FALSE,0.017,-0.039,0.001,0.001,-0.764,-1.076,-0.758,-0.758,-0.77,-1.077,-0.763,-0.763,-0.748,-1.076,-0.749,-0.749,1,0.865,0.928,0.927,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,0,1.5,3,0,1,FALSE,0.013,-0.038,0.005,0.005,-0.763,-1.075,-0.755,-0.755,-0.772,237086774870351,2264832375931.66,2264832375974.43,-0.737,-1.075,-0.741,-0.741,1,0.804,0.979,0.981,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,0,1.5,3,0,1,FALSE,0.011,-0.028,0.004,0.004,-0.773,-1.076,-0.767,-0.767,-0.779,236682114976673,-0.777,-0.777,-0.752,-1.076,-0.753,-0.753,1,0.915,0.995,0.996,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,0,1.5,3,0,1,FALSE,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.004,-0.003,-0.002,-0.002,-0.002,-0.011,-0.004,-0.004,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,0,1.5,3,0,1,FALSE,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.007,-0.006,-0.007,-0.007,-0.007,-0.001,-0.007,-0.007,-0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,0,1.5,3,0,1,FALSE,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.001,0.003,0.003,0.003,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.013,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,0,1.5,3,0,1,FALSE,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.015,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,0,1.5,3,0,1,FALSE,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.002,0.002,-0.009,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,1,1.5,3,0,1,FALSE,0.016,-0.029,-0.039,-0.037,-0.783,-0.805,-0.8,-0.8,-0.785,-0.8,-0.795,-0.795,-0.713,-0.802,-0.8,-0.8,0.992,0.988,0.991,0.988,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,1,1.5,3,0,1,FALSE,0.025,-0.017,-0.021,-0.021,-0.774,-0.793,-0.79,-0.79,-0.78,-0.794,-0.79,-0.79,-0.712,-0.79,-0.79,-0.79,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,1,1.5,3,0,1,FALSE,0.031,0.004,-0.004,-0.005,-0.781,-0.793,-0.786,-0.786,-0.784,-0.79,1390217847439.37,1390217847439.35,-0.705,-0.789,-0.786,-0.786,0.889,0.852,0.952,0.951,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,1,1.5,3,0,1,FALSE,0.02,-0.001,-0.005,-0.004,-0.787,-0.798,-0.793,-0.793,-0.795,-0.801,-0.796,-0.796,-0.715,-0.794,-0.793,-0.793,0.954,0.867,0.971,0.964,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,1,1.5,3,0,1,FALSE,0.001,-0.013,-0.01,-0.009,-0.792,-0.8,-0.793,-0.793,-0.799,1839923747440.85,33966447878341.9,113372580187575,-0.704,-0.795,-0.792,-0.792,0.964,0.987,0.948,0.948,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,1,1.5,3,0,1,FALSE,0.001,-0.009,-0.01,-0.009,-0.792,-0.799,-0.794,-0.794,-0.798,-0.802,11395044018599.2,10493275425129.7,-0.715,-0.796,-0.794,-0.794,0.924,0.996,0.905,0.911,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,1,1.5,3,0,1,FALSE,0.19,-0.037,0.016,0.016,-0.731,-0.936,-0.771,-0.771,-0.757,-0.936,791794733469.846,791794733135.51,-0.544,-0.936,-0.769,-0.769,0.999,1,0.938,0.931,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,1,1.5,3,0,1,FALSE,0.156,-0.066,-0.021,-0.021,-0.736,-0.94,-0.778,-0.778,-0.76,-0.938,560905761436.088,560905761436.086,-0.551,-0.94,-0.777,-0.777,0.999,1,0.932,0.94,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,1,1.5,3,0,1,FALSE,0.099,-0.016,-0.004,-0.003,-0.781,-0.937,-506364042435.18,-506364042435.183,-0.812,-0.937,7075178851204.7,6304263757868.94,-0.544,-0.937,-0.772,-0.772,0.999,0.993,0.985,0.987,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,1,1.5,3,0,1,FALSE,0.091,-0.02,-0.008,-0.008,-0.784,-0.938,-0.782,-0.782,-0.815,-0.938,-0.784,-0.784,-0.553,-0.938,-0.778,-0.778,1,0.999,0.998,0.997,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,1,1.5,3,0,1,FALSE,0.065,-0.033,-0.002,-0.002,-0.802,-0.931,66321762778.356,66321762778.355,-0.824,11193787328795.2,16471325321487.8,17184721745369.7,-0.546,-0.931,-0.767,-0.767,0.871,0.761,0.998,0.998,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,1,1.5,3,0,1,FALSE,0.062,-0.017,0.002,0.002,-0.805,-0.932,-0.779,-0.779,-0.826,3455510354317.59,1726168989596.61,1726170195416.99,-0.552,-0.932,-0.772,-0.772,0.909,0.821,0.999,0.999,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,1,1.5,3,0,1,FALSE,0.004,-0.001,-0.001,-0.001,0.004,-0.001,-0.001,-0.001,0.004,0.001,0.001,0.001,0.178,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,1,1.5,3,0,1,FALSE,0.007,0.001,0.001,0.001,0.007,0.001,0.001,0.001,0.001,-0.001,-0.001,-0.001,0.173,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,1,1.5,3,0,1,FALSE,0.005,0.003,0.003,0.003,0.005,0.003,0.003,0.003,0.002,0.001,0.001,0.001,0.16,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,1,1.5,3,0,1,FALSE,0.003,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.174,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,1,1.5,3,0,1,FALSE,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.167,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,1,1.5,3,0,1,FALSE,0.001,0,0,0,0.001,0,0,0,0.001,0.001,0.001,0.001,0.168,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,1,1.5,3,0,1,FALSE,0.228,0.018,0,0.003,-0.71,-0.802,-0.793,-0.793,-0.743,-0.808,-0.8,-0.8,-0.529,-0.797,-0.792,-0.792,0.993,0.985,0.976,0.97,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,1,1.5,3,0,1,FALSE,0.186,-0.014,-0.027,-0.027,-0.714,-0.8,-0.794,-0.794,-0.746,-0.808,-0.801,-0.801,-0.545,-0.797,-0.794,-0.794,0.999,0.996,0.985,0.986,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,1,1.5,3,0,1,FALSE,0.129,0.005,0.003,0.001,-0.75,-0.801,-0.791,-0.791,-0.783,-0.806,-0.796,-0.796,-0.533,-0.795,-0.79,-0.79,0.964,0.867,0.986,0.986,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,1,1.5,3,0,1,FALSE,0.119,0.018,0.005,0.006,-0.749,-0.797,-0.789,-0.789,-0.773,-0.795,-0.786,-0.786,-0.549,-0.791,-0.789,-0.789,0.988,0.861,0.997,0.995,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,1,1.5,3,0,1,FALSE,0.043,-0.006,-0.006,-0.001,-0.772,-0.801,-0.791,-0.791,-0.793,6260348041409.95,18295067069116.7,19803372349274.1,-0.548,-0.795,-0.79,-0.79,0.927,0.991,0.964,0.922,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,1,1.5,3,0,1,FALSE,0.047,-0.006,-0.004,-0.003,-0.776,-0.805,-0.795,-0.795,-0.795,-0.806,347434416418.879,347434416418.906,-0.548,-0.798,-0.795,-0.795,0.874,1,0.941,0.932,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,1,1.5,3,0,1,FALSE,0.595,-0.201,0.108,0.106,-0.532,-1.207,-0.735,-0.735,-0.588,-1.207,319840371518.34,319840371545.843,-0.304,-1.207,-0.728,-0.728,0.921,0.871,0.949,0.957,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,1,1.5,3,0,1,FALSE,0.533,-0.249,0.061,0.062,-0.536,-1.209,-0.743,-0.743,-0.591,-1.209,337751217037.96,337751217037.958,-0.317,-1.209,-0.736,-0.736,0.906,0.837,0.957,0.955,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,1,1.5,3,0,1,FALSE,0.394,-0.112,0.024,0.024,-0.647,-1.206,426718346297.12,426718346297.113,-0.766,22346802728995.9,841780885756.599,841759336315.307,-0.307,-1.206,-0.725,-0.725,0.997,0.821,0.923,0.922,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,1,1.5,3,0,1,FALSE,0.384,-0.127,0.014,0.014,-0.659,-1.208,-0.748,-0.748,-0.781,17440428977407.1,-550930279021.363,-550930279021.43,-0.318,-1.208,-0.736,-0.736,1,0.784,0.904,0.908,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,1,1.5,3,0,1,FALSE,0.276,-0.051,0.01,0.011,-0.745,-1.206,1050298129638.29,1050298129638.52,-0.853,52905006587476.6,2218429992909.85,2399620419826.58,-0.302,-1.206,-0.722,-0.722,1,0.884,0.952,0.951,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,1,1.5,3,0,1,FALSE,0.267,-0.056,0.001,0.001,-0.757,-1.21,-0.754,-0.754,-0.868,12798026250780.8,-0.761,-0.761,-0.319,-1.21,-0.737,-0.737,1,0.904,0.931,0.934,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,1,1.5,3,0,1,FALSE,0.028,-0.003,-0.003,-0.003,0.028,-0.003,-0.003,-0.003,0.016,0.002,0.002,0.002,0.537,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,1,1.5,3,0,1,FALSE,0.027,-0.004,-0.004,-0.004,0.027,-0.004,-0.004,-0.004,0.012,-0.002,-0.002,-0.002,0.542,-0.004,-0.004,-0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,1,1.5,3,0,1,FALSE,0.021,0.006,0.006,0.006,0.021,0.006,0.006,0.006,0.013,0.009,0.009,0.009,0.56,0.006,0.006,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,1,1.5,3,0,1,FALSE,0.013,-0.001,-0.001,-0.001,0.013,-0.001,-0.001,-0.001,0.003,0,0,0,0.554,-0.001,-0.001,-0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,1,1.5,3,0,1,FALSE,0.003,-0.003,-0.003,-0.003,0.003,-0.003,-0.003,-0.003,-0.004,-0.004,-0.004,-0.004,0.533,-0.003,-0.003,-0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,1,1.5,3,0,1,FALSE,0.006,0,0,0,0.006,0,0,0,0,-0.001,-0.001,-0.001,0.539,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,1,0,3,1.5,3,0,1,FALSE,0.138,0.017,0.012,0.01,-0.722,-0.786,-0.768,-0.768,-0.74,-0.786,-0.768,-0.768,-0.527,-0.785,-0.768,-0.768,0.96,0.936,0.933,0.934,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,1,0,3,1.5,3,0,1,FALSE,0.109,-0.026,-0.023,-0.024,-0.727,-0.794,-0.778,-0.778,-0.744,-0.791,-0.775,-0.775,-0.531,-0.793,-0.777,-0.777,0.936,0.933,0.931,0.925,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,1,0,3,1.5,3,0,1,FALSE,0.069,0.001,0.004,0.005,-0.742,-0.781,-0.76,-0.76,-0.759,-0.781,-0.757,-0.757,-0.523,-0.778,-0.759,-0.759,0.989,0.987,0.967,0.968,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,1,0,3,1.5,3,0,1,FALSE,0.04,-0.028,-0.026,-0.027,-0.76,-0.798,-0.779,-0.779,-0.776,-0.797,-0.777,-0.777,-0.538,-0.795,-0.778,-0.778,1,0.999,0.99,0.981,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,1,0,3,1.5,3,0,1,FALSE,0.028,-0.01,-0.006,-0.005,-0.761,-0.787,-0.763,-0.763,-0.776,2125949526179.48,17475450888224,15903509046451.2,-0.516,-0.783,-0.761,-0.761,0.942,0.969,0.987,0.987,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,1,0,3,1.5,3,0,1,FALSE,0.029,-0.008,-0.005,-0.005,-0.767,-0.792,-0.771,-0.771,-0.779,-0.796,9927164465618.34,10729253470885.3,-0.524,-0.789,-0.77,-0.77,0.959,0.992,0.999,0.997,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,1,0,3,1.5,3,0,1,FALSE,0.45,-0.107,0.055,0.055,-0.784,-1.074,-0.792,-0.792,-0.856,-1.074,1702558560166.46,1702558307796.71,-0.237,-1.074,-0.788,-0.788,0.997,0.959,0.949,0.946,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,1,0,3,1.5,3,0,1,FALSE,0.431,-0.12,0.032,0.032,-0.787,-1.076,-0.796,-0.796,-0.861,-1.076,-0.797,-0.797,-0.24,-1.076,-0.791,-0.791,1,0.974,0.944,0.947,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,1,0,3,1.5,3,0,1,FALSE,0.239,-0.022,0.012,0.014,-0.885,-1.073,-0.779,-0.779,-178137334324.775,-1.072,762801120149.678,391277203612.757,-0.241,-1.072,-0.771,-0.771,1,0.853,0.92,0.921,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,1,0,3,1.5,3,0,1,FALSE,0.23,-0.037,0.004,0.003,-0.889,-1.075,-0.785,-0.785,-0.953,-1.075,-0.791,-0.791,-0.247,-1.075,-0.777,-0.777,1,0.87,0.91,0.891,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,1,0,3,1.5,3,0,1,FALSE,0.12,-0.041,-0.001,-0.001,-0.931,-1.071,591048649578.432,591048649578.43,-358792726296.772,206223369403644,1897310294479.23,1897310294492.15,-0.237,-1.071,-0.755,-0.755,0.999,0.786,0.983,0.979,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,1,0,3,1.5,3,0,1,FALSE,0.117,-0.033,-0.002,-0.002,-0.941,-1.077,-0.783,-0.783,-0.981,210344212808181,-0.794,-0.794,-0.25,-1.077,-0.77,-0.77,1,0.916,0.987,0.988,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,1,0,3,1.5,3,0,1,FALSE,0.02,0.004,0.004,0.004,0.02,0.004,0.004,0.004,0.012,0.005,0.005,0.005,0.516,0.004,0.004,0.004,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,1,0,3,1.5,3,0,1,FALSE,0.014,-0.002,-0.002,-0.002,0.014,-0.002,-0.002,-0.002,0.004,-0.003,-0.003,-0.003,0.511,-0.002,-0.002,-0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,1,0,3,1.5,3,0,1,FALSE,0.009,0.001,0.001,0.001,0.009,0.001,0.001,0.001,0.002,0,0,0,0.519,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,1,0,3,1.5,3,0,1,FALSE,0.013,0.006,0.006,0.006,0.013,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.511,0.006,0.006,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,1,0,3,1.5,3,0,1,FALSE,0.006,0.002,0.002,0.002,0.006,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.535,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,1,0,3,1.5,3,0,1,FALSE,0.005,0.001,0.001,0.001,0.005,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.513,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","binary",1,3,0,3,1.5,3,0,1,FALSE,0.655,0.063,0.021,0.023,-0.519,-0.803,-0.756,-0.756,-0.598,-0.801,-0.753,-0.753,0.017,-0.806,-0.753,-0.753,0.929,0.934,0.94,0.943,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","binary",1,3,0,3,1.5,3,0,1,FALSE,0.641,0.034,-0.001,-0.001,-0.532,-0.809,-0.767,-0.767,-0.619,-0.813,-0.771,-0.771,0.007,-0.812,-0.763,-0.763,0.909,0.918,0.929,0.933,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","binary",1,3,0,3,1.5,3,0,1,FALSE,0.362,0.008,-0.001,0,-0.657,-0.816,-0.766,-0.766,-0.745,-0.819,-288495092116.49,-288495092116.497,0.005,-0.815,-0.762,-0.762,0.978,0.969,0.952,0.94,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","binary",1,3,0,3,1.5,3,0,1,FALSE,0.339,-0.01,-0.018,-0.016,-0.659,-0.817,-0.77,-0.77,-0.749,-0.821,-0.773,-0.773,-0.006,-0.817,-0.767,-0.767,0.992,0.992,0.913,0.908,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","binary",1,3,0,3,1.5,3,0,1,FALSE,0.188,-0.001,-0.002,-0.001,-0.724,-0.817,-0.765,-0.765,-0.783,25964084111729.5,-1027260910334.59,-1027281982013.58,0.003,-0.814,-0.76,-0.76,0.976,0.987,0.979,0.976,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","binary",1,3,0,3,1.5,3,0,1,FALSE,0.182,-0.001,-0.003,-0.003,-0.727,-0.818,-0.768,-0.768,-0.786,13675681298543.6,3971759296349.65,3971759296255.71,-0.014,-0.816,-0.765,-0.765,0.998,0.995,0.99,0.99,1,1,1,1,1,1,1,1,1,1,1
100,5,"continuous","binary",1,3,0,3,1.5,3,0,1,FALSE,1.383,-0.17,0.195,0.204,-0.567,-1.327,863873398115.456,863873398115.45,-0.805,-1.325,1631131264681.75,1631131402056.84,0.222,-1.327,-0.734,-0.734,0.936,0.927,0.95,0.949,1,1,1,1,1,1,1,1,1,1,1
200,5,"continuous","binary",1,3,0,3,1.5,3,0,1,FALSE,1.24,-0.283,0.116,0.115,-0.595,-1.327,-0.769,-0.769,-0.864,-1.328,184733195802.274,184733195751.342,0.189,-1.327,-0.76,-0.76,0.941,0.955,0.977,0.983,1,1,1,1,1,1,1,1,1,1,1
100,10,"continuous","binary",1,3,0,3,1.5,3,0,1,FALSE,0.858,-0.127,0.052,0.055,-0.919,-1.325,793643058658.703,793643058661.382,-1.14,7651725737684.05,4229739273841.87,4234090318187.93,0.201,-1.325,-0.721,-0.721,0.927,0.903,0.949,0.949,1,1,1,1,1,1,1,1,1,1,1
200,10,"continuous","binary",1,3,0,3,1.5,3,0,1,FALSE,0.824,-0.181,0.037,0.036,-0.937,-1.327,41144463989.681,41144463989.584,-1.163,5971702051388.69,1026731447182.93,1026731400224.91,0.178,-1.327,-0.744,-0.744,0.926,0.884,0.917,0.921,1,1,1,1,1,1,1,1,1,1,1
100,20,"continuous","binary",1,3,0,3,1.5,3,0,1,FALSE,0.558,-0.078,0.012,0.011,-1.1,-1.327,510800063155.001,510800062991.926,-1.21,4573468703398.14,4344027334137.52,4348922631454.43,0.184,-1.327,-0.724,-0.724,0.986,0.923,0.926,0.926,1,1,1,1,1,1,1,1,1,1,1
200,20,"continuous","binary",1,3,0,3,1.5,3,0,1,FALSE,0.558,-0.092,0.016,0.016,-1.112,-1.328,-0.755,-0.755,-1.224,9522554181063.87,678478014887.385,678478032690.172,0.172,-1.328,-0.736,-0.736,1,0.912,0.897,0.905,1,1,1,1,1,1,1,1,1,1,1
100,5,"binary","continuous",1,3,0,3,1.5,3,0,1,FALSE,0.08,-0.006,-0.006,-0.006,0.08,-0.006,-0.006,-0.006,0.033,-0.004,-0.004,-0.004,1.626,-0.006,-0.006,-0.006,1,0.999,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5,"binary","continuous",1,3,0,3,1.5,3,0,1,FALSE,0.085,0.001,0.001,0.001,0.085,0.001,0.001,0.001,0.036,0,0,0,1.619,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,10,"binary","continuous",1,3,0,3,1.5,3,0,1,FALSE,0.038,0.001,0.001,0.001,0.038,0.001,0.001,0.001,0.009,0.001,0.001,0.001,1.586,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,10,"binary","continuous",1,3,0,3,1.5,3,0,1,FALSE,0.037,0,0,0,0.037,0,0,0,0.006,-0.002,-0.002,-0.002,1.601,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,20,"binary","continuous",1,3,0,3,1.5,3,0,1,FALSE,0.018,0,0,0,0.018,0,0,0,0.001,-0.001,-0.001,-0.001,1.6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,20,"binary","continuous",1,3,0,3,1.5,3,0,1,FALSE,0.021,0.002,0.002,0.002,0.021,0.002,0.002,0.002,0.006,0.004,0.004,0.004,1.625,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
