N_total;T_total;predictor.type;outcome.type;sdX.within;sdX.between;g.00;g.01;g.10;sd.u0;sd.u1;sd.e;true_cluster_means;l1_g.10_bias;l2_g.10_bias;l3a_g.10_bias;l3a_g.01_bias;l4_g.10_bias;l4_g.01_bias;g.exchangeable1_g.10_bias;g.exchangeable2_g.10_bias;g.exchangeable3_g.10_bias;g.exchangeable3_g.01_bias;g.exchangeable4_g.10_bias;g.exchangeable4_g.01_bias;g.ar11_g.10_bias;g.ar12_g.10_bias;g.ar13_g.10_bias;g.ar13_g.01_bias;g.ar14_g.10_bias;g.ar14_g.01_bias;g.independence1_g.10_bias;g.independence2_g.10_bias;g.independence3_g.10_bias;g.independence3_g.01_bias;g.independence4_g.10_bias;g.independence4_g.01_bias;l1_success;l2_success;l3a_success;l4_success;g.independence1_success;g.exchangeable1_success;g.ar11_success;g.independence2_success;g.exchangeable2_success;g.ar12_success;g.independence3_success;g.ar13_success;g.independence4_success;g.exchangeable4_success;g.ar14_success
100;10;binary;continuous;1;3;0;0;1.5;3;0;1;FALSE;0.004;0.003;0.003;0;0.003;-0.004;0.003;0.003;0.003;0;0.003;-0.004;0.004;0.004;0.004;-0.001;0.004;-0.005;0.001;0.003;0.003;0;0.003;-0.004;0.999;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;continuous;1;3;0;0;1.5;3;0;1;FALSE;0.002;0.002;0.002;0.022;0.002;0.02;0.002;0.002;0.002;0.022;0.002;0.02;0.002;0.002;0.002;0.023;0.002;0.021;0.013;0.002;0.002;0.022;0.002;0.02;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;continuous;1;3;0;0;1.5;3;0;1;FALSE;0.002;0.002;0.002;0.025;0.002;0.023;0.002;0.002;0.002;0.025;0.002;0.023;0.002;0.002;0.002;0.027;0.002;0.025;0.015;0.002;0.002;0.025;0.002;0.023;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;continuous;1;3;0;0;1.5;3;0;1;FALSE;0.002;0.003;0.003;-0.018;0.003;-0.02;0.002;0.003;0.003;-0.018;0.003;-0.02;0.002;0.002;0.002;-0.018;0.002;-0.021;-0.009;0.003;0.003;-0.018;0.003;-0.02;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;binary;1;1;0;1;1.5;3;0;1;FALSE;0.016;-0.029;-0.039;-0.391;-0.037;-0.349;-0.783;-0.805;-0.8;-1.53;-0.8;-0.729;-0.785;-0.8;-0.795;-1.523;-0.795;-0.728;-0.713;-0.802;-0.8;-1.529;-0.8;-0.729;0.992;0.988;0.991;0.988;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;binary;1;1;0;1;1.5;3;0;1;FALSE;0.025;-0.017;-0.021;-0.423;-0.021;-0.403;-0.774;-0.793;-0.79;-1.555;-0.79;-0.765;-0.78;-0.794;-0.79;-1.552;-0.79;-0.762;-0.712;-0.79;-0.79;-1.555;-0.79;-0.766;1;0.999;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;binary;1;1;0;1;1.5;3;0;1;FALSE;0.031;0.004;-0.004;-0.176;-0.005;-0.18;-0.781;-0.793;-0.786;-1.454;-0.786;-0.668;-0.784;-0.79;1.39022E+12;-4.43729E+12;1.39022E+12;-5.82751E+12;-0.705;-0.789;-0.786;-1.45;-0.786;-0.663;0.889;0.852;0.952;0.951;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;binary;1;1;0;1;1.5;3;0;1;FALSE;0.02;-0.001;-0.005;-0.237;-0.004;-0.225;-0.787;-0.798;-0.793;-1.477;-0.793;-0.684;-0.795;-0.801;-0.796;-1.474;-0.796;-0.679;-0.715;-0.794;-0.793;-1.477;-0.793;-0.684;0.954;0.867;0.971;0.964;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;binary;1;1;0;1;1.5;3;0;1;FALSE;0.001;-0.013;-0.01;-0.087;-0.009;-0.085;-0.792;-0.8;-0.793;-1.361;-0.793;-0.569;-0.799;1.83992E+12;3.39664E+13;3.3404E+13;1.13373E+14;-8.21983E+17;-0.704;-0.795;-0.792;-1.356;-0.792;-0.563;0.964;0.987;0.948;0.948;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;binary;1;1;0;1;1.5;3;0;1;FALSE;0.001;-0.009;-0.01;-0.252;-0.009;-0.243;-0.792;-0.799;-0.794;-1.416;-0.794;-0.622;-0.798;-0.802;1.1395E+13;3.33983E+13;1.04933E+13;2.17344E+13;-0.715;-0.796;-0.794;-1.41;-0.794;-0.616;0.924;0.996;0.905;0.911;1;1;1;1;1;1;1;1;1;1;1
100;5;continuous;binary;1;1;0;1;1.5;3;0;1;FALSE;0.19;-0.037;0.016;-0.027;0.016;-0.043;-0.731;-0.936;-0.771;-1.37;-0.771;-0.599;-0.757;-0.936;7.91795E+11;1.03146E+12;7.91795E+11;2.39669E+11;-0.544;-0.936;-0.769;-1.358;-0.769;-0.589;0.999;1;0.938;0.931;1;1;1;1;1;1;1;1;1;1;1
200;5;continuous;binary;1;1;0;1;1.5;3;0;1;FALSE;0.156;-0.066;-0.021;-0.108;-0.021;-0.086;-0.736;-0.94;-0.778;-1.385;-0.778;-0.606;-0.76;-0.938;5.60906E+11;1.19855E+12;5.60906E+11;6.37641E+11;-0.551;-0.94;-0.777;-1.372;-0.777;-0.595;0.999;1;0.932;0.94;1;1;1;1;1;1;1;1;1;1;1
100;10;continuous;binary;1;1;0;1;1.5;3;0;1;FALSE;0.099;-0.016;-0.004;0.009;-0.003;0.011;-0.781;-0.937;-5.06364E+11;6.05652E+11;-5.06364E+11;1.11202E+12;-0.812;-0.937;7.07518E+12;9.73035E+12;6.30426E+12;2.31572E+12;-0.544;-0.937;-0.772;-1.309;-0.772;-0.537;0.999;0.993;0.985;0.987;1;1;1;1;1;1;1;1;1;1;1
200;10;continuous;binary;1;1;0;1;1.5;3;0;1;FALSE;0.091;-0.02;-0.008;-0.03;-0.008;-0.023;-0.784;-0.938;-0.782;-1.363;-0.782;-0.581;-0.815;-0.938;-0.784;-1.378;-0.784;-0.594;-0.553;-0.938;-0.778;-1.329;-0.778;-0.551;1;0.999;0.998;0.997;1;1;1;1;1;1;1;1;1;1;1
100;20;continuous;binary;1;1;0;1;1.5;3;0;1;FALSE;0.065;-0.033;-0.002;0.005;-0.002;0.005;-0.802;-0.931;66321762778;66663628411;66321762778;341865632.9;-0.824;1.11938E+13;1.64713E+13;2.3359E+13;1.71847E+13;7.43094E+12;-0.546;-0.931;-0.767;-1.297;-0.767;-0.53;0.871;0.761;0.998;0.998;1;1;1;1;1;1;1;1;1;1;1
200;20;continuous;binary;1;1;0;1;1.5;3;0;1;FALSE;0.062;-0.017;0.002;0.008;0.002;0.006;-0.805;-0.932;-0.779;-1.358;-0.779;-0.58;-0.826;3.45551E+12;1.72617E+12;2.21314E+12;1.72617E+12;4.87E+11;-0.552;-0.932;-0.772;-1.307;-0.772;-0.535;0.909;0.821;0.999;0.999;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;continuous;1;1;0;1;1.5;3;0;1;FALSE;0.004;-0.001;-0.001;-0.462;-0.001;-0.46;0.004;-0.001;-0.001;-0.462;-0.001;-0.46;0.004;0.001;0.001;-0.458;0.001;-0.459;0.178;-0.001;-0.001;-0.462;-0.001;-0.46;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;continuous;1;1;0;1;1.5;3;0;1;FALSE;0.007;0.001;0.001;-0.49;0.001;-0.491;0.007;0.001;0.001;-0.49;0.001;-0.491;0.001;-0.001;-0.001;-0.487;-0.001;-0.486;0.173;0.001;0.001;-0.49;0.001;-0.491;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;continuous;1;1;0;1;1.5;3;0;1;FALSE;0.005;0.003;0.003;-0.38;0.003;-0.382;0.005;0.003;0.003;-0.38;0.003;-0.382;0.002;0.001;0.001;-0.386;0.001;-0.387;0.16;0.003;0.003;-0.38;0.003;-0.382;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;continuous;1;1;0;1;1.5;3;0;1;FALSE;0.003;0.001;0.001;-0.323;0.001;-0.324;0.003;0.001;0.001;-0.323;0.001;-0.324;0.002;0.001;0.001;-0.319;0.001;-0.321;0.174;0.001;0.001;-0.323;0.001;-0.324;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;continuous;1;1;0;1;1.5;3;0;1;FALSE;0.002;0.001;0.001;-0.216;0.001;-0.216;0.002;0.001;0.001;-0.216;0.001;-0.216;0.001;0.001;0.001;-0.216;0.001;-0.217;0.167;0.001;0.001;-0.216;0.001;-0.216;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;continuous;1;1;0;1;1.5;3;0;1;FALSE;0.001;0;0;-0.215;0;-0.215;0.001;0;0;-0.215;0;-0.215;0.001;0.001;0.001;-0.201;0.001;-0.202;0.168;0;0;-0.215;0;-0.215;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;binary;1;3;0;1;1.5;3;0;1;FALSE;0.228;0.018;0;0.054;0.003;0.056;-0.71;-0.802;-0.793;-1.366;-0.793;-0.573;-0.743;-0.808;-0.8;-1.367;-0.8;-0.567;-0.529;-0.797;-0.792;-1.366;-0.792;-0.574;0.993;0.985;0.976;0.97;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;binary;1;3;0;1;1.5;3;0;1;FALSE;0.186;-0.014;-0.027;-0.058;-0.027;-0.031;-0.714;-0.8;-0.794;-1.394;-0.794;-0.6;-0.746;-0.808;-0.801;-1.393;-0.801;-0.592;-0.545;-0.797;-0.794;-1.394;-0.794;-0.6;0.999;0.996;0.985;0.986;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;binary;1;3;0;1;1.5;3;0;1;FALSE;0.129;0.005;0.003;0.044;0.001;0.049;-0.75;-0.801;-0.791;-1.339;-0.791;-0.548;-0.783;-0.806;-0.796;-1.34;-0.796;-0.544;-0.533;-0.795;-0.79;-1.338;-0.79;-0.548;0.964;0.867;0.986;0.986;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;binary;1;3;0;1;1.5;3;0;1;FALSE;0.119;0.018;0.005;-0.027;0.006;-0.03;-0.749;-0.797;-0.789;-1.375;-0.789;-0.586;-0.773;-0.795;-0.786;-1.373;-0.786;-0.587;-0.549;-0.791;-0.789;-1.373;-0.789;-0.585;0.988;0.861;0.997;0.995;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;binary;1;3;0;1;1.5;3;0;1;FALSE;0.043;-0.006;-0.006;-0.029;-0.001;-0.026;-0.772;-0.801;-0.791;-1.35;-0.791;-0.559;-0.793;6.26035E+12;1.82951E+13;3.42163E+13;1.98034E+13;1.61666E+13;-0.548;-0.795;-0.79;-1.348;-0.79;-0.558;0.927;0.991;0.964;0.922;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;binary;1;3;0;1;1.5;3;0;1;FALSE;0.047;-0.006;-0.004;-0.009;-0.003;-0.015;-0.776;-0.805;-0.795;-1.349;-0.795;-0.554;-0.795;-0.806;3.47434E+11;-2.48371E+11;3.47434E+11;-5.95805E+11;-0.548;-0.798;-0.795;-1.347;-0.795;-0.552;0.874;1;0.941;0.932;1;1;1;1;1;1;1;1;1;1;1
100;5;continuous;binary;1;3;0;1;1.5;3;0;1;FALSE;0.595;-0.201;0.108;0.232;0.106;0.124;-0.532;-1.207;-0.735;-1.229;-0.735;-0.495;-0.588;-1.207;3.1984E+11;7.34455E+11;3.1984E+11;4.14615E+11;-0.304;-1.207;-0.728;-1.216;-0.728;-0.488;0.921;0.871;0.949;0.957;1;1;1;1;1;1;1;1;1;1;1
200;5;continuous;binary;1;3;0;1;1.5;3;0;1;FALSE;0.533;-0.249;0.061;0.122;0.062;0.061;-0.536;-1.209;-0.743;-1.254;-0.743;-0.511;-0.591;-1.209;3.37751E+11;2.70892E+11;3.37751E+11;-66859188420;-0.317;-1.209;-0.736;-1.238;-0.736;-0.502;0.906;0.837;0.957;0.955;1;1;1;1;1;1;1;1;1;1;1
100;10;continuous;binary;1;3;0;1;1.5;3;0;1;FALSE;0.394;-0.112;0.024;0.07;0.024;0.044;-0.647;-1.206;4.26718E+11;5.2888E+11;4.26718E+11;1.02161E+11;-0.766;2.23468E+13;8.41781E+11;3.28051E+12;8.41759E+11;2.43869E+12;-0.307;-1.206;-0.725;-1.212;-0.725;-0.486;0.997;0.821;0.923;0.922;1;1;1;1;1;1;1;1;1;1;1
200;10;continuous;binary;1;3;0;1;1.5;3;0;1;FALSE;0.384;-0.127;0.014;0.05;0.014;0.039;-0.659;-1.208;-0.748;-1.261;-0.748;-0.513;-0.781;1.74404E+13;-5.5093E+11;5.2067E+11;-5.5093E+11;1.0716E+12;-0.318;-1.208;-0.736;-1.228;-0.736;-0.492;1;0.784;0.904;0.908;1;1;1;1;1;1;1;1;1;1;1
100;20;continuous;binary;1;3;0;1;1.5;3;0;1;FALSE;0.276;-0.051;0.01;0.038;0.011;0.029;-0.745;-1.206;1.0503E+12;1.07028E+12;1.0503E+12;19980555909;-0.853;5.2905E+13;2.21843E+12;3.70988E+12;2.39962E+12;1.29848E+12;-0.302;-1.206;-0.722;-1.198;-0.722;-0.476;1;0.884;0.952;0.951;1;1;1;1;1;1;1;1;1;1;1
200;20;continuous;binary;1;3;0;1;1.5;3;0;1;FALSE;0.267;-0.056;0.001;0.025;0.001;0.022;-0.757;-1.21;-0.754;-1.271;-0.754;-0.517;-0.868;1.2798E+13;-0.761;-1.289;-0.761;-0.527;-0.319;-1.21;-0.737;-1.222;-0.737;-0.484;1;0.904;0.931;0.934;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;continuous;1;3;0;1;1.5;3;0;1;FALSE;0.028;-0.003;-0.003;-0.145;-0.003;-0.141;0.028;-0.003;-0.003;-0.145;-0.003;-0.141;0.016;0.002;0.002;-0.143;0.002;-0.145;0.537;-0.003;-0.003;-0.145;-0.003;-0.141;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;continuous;1;3;0;1;1.5;3;0;1;FALSE;0.027;-0.004;-0.004;-0.139;-0.004;-0.135;0.027;-0.004;-0.004;-0.139;-0.004;-0.135;0.012;-0.002;-0.002;-0.14;-0.002;-0.139;0.542;-0.004;-0.004;-0.139;-0.004;-0.135;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;continuous;1;3;0;1;1.5;3;0;1;FALSE;0.021;0.006;0.006;-0.046;0.006;-0.053;0.021;0.006;0.006;-0.046;0.006;-0.053;0.013;0.009;0.009;-0.039;0.009;-0.049;0.56;0.006;0.006;-0.046;0.006;-0.053;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;continuous;1;3;0;1;1.5;3;0;1;FALSE;0.013;-0.001;-0.001;-0.049;-0.001;-0.047;0.013;-0.001;-0.001;-0.049;-0.001;-0.047;0.003;0;0;-0.042;0;-0.042;0.554;-0.001;-0.001;-0.049;-0.001;-0.047;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;continuous;1;3;0;1;1.5;3;0;1;FALSE;0.003;-0.003;-0.003;-0.053;-0.003;-0.049;0.003;-0.003;-0.003;-0.053;-0.003;-0.049;-0.004;-0.004;-0.004;-0.056;-0.004;-0.052;0.533;-0.003;-0.003;-0.053;-0.003;-0.049;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;continuous;1;3;0;1;1.5;3;0;1;FALSE;0.006;0;0;-0.04;0;-0.04;0.006;0;0;-0.04;0;-0.04;0;-0.001;-0.001;-0.04;-0.001;-0.039;0.539;0;0;-0.04;0;-0.04;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;binary;1;1;0;3;1.5;3;0;1;FALSE;0.138;0.017;0.012;-1.225;0.01;-1.227;-0.722;-0.786;-0.768;-3.021;-0.768;-2.253;-0.74;-0.786;-0.768;-3.017;-0.768;-2.25;-0.527;-0.785;-0.768;-3.019;-0.768;-2.251;0.96;0.936;0.933;0.934;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;binary;1;1;0;3;1.5;3;0;1;FALSE;0.109;-0.026;-0.023;-1.23;-0.024;-1.197;-0.727;-0.794;-0.778;-3.023;-0.778;-2.245;-0.744;-0.791;-0.775;-3.025;-0.775;-2.25;-0.531;-0.793;-0.777;-3.021;-0.777;-2.245;0.936;0.933;0.931;0.925;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;binary;1;1;0;3;1.5;3;0;1;FALSE;0.069;0.001;0.004;-0.822;0.005;-0.823;-0.742;-0.781;-0.76;-2.784;-0.76;-2.024;-0.759;-0.781;-0.757;-2.766;-0.757;-2.009;-0.523;-0.778;-0.759;-2.772;-0.759;-2.013;0.989;0.987;0.967;0.968;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;binary;1;1;0;3;1.5;3;0;1;FALSE;0.04;-0.028;-0.026;-0.792;-0.027;-0.775;-0.76;-0.798;-0.779;-2.8;-0.779;-2.021;-0.776;-0.797;-0.777;-2.803;-0.777;-2.026;-0.538;-0.795;-0.778;-2.789;-0.778;-2.011;1;0.999;0.99;0.981;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;binary;1;1;0;3;1.5;3;0;1;FALSE;0.028;-0.01;-0.006;-0.328;-0.005;-0.315;-0.761;-0.787;-0.763;-2.552;-0.763;-1.789;-0.776;2.12595E+12;1.74755E+13;7.0675E+13;1.59035E+13;5.36266E+13;-0.516;-0.783;-0.761;-2.528;-0.761;-1.766;0.942;0.969;0.987;0.987;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;binary;1;1;0;3;1.5;3;0;1;FALSE;0.029;-0.008;-0.005;-0.346;-0.005;-0.343;-0.767;-0.792;-0.771;-2.586;-0.771;-1.816;-0.779;-0.796;9.92716E+12;1.91244E+13;1.07293E+13;4.2128E+12;-0.524;-0.789;-0.77;-2.555;-0.77;-1.785;0.959;0.992;0.999;0.997;1;1;1;1;1;1;1;1;1;1;1
100;5;continuous;binary;1;1;0;3;1.5;3;0;1;FALSE;0.45;-0.107;0.055;-0.173;0.055;-0.228;-0.784;-1.074;-0.792;-2.618;-0.792;-1.827;-0.856;-1.074;1.70256E+12;5.36188E+12;1.70256E+12;3.65932E+12;-0.237;-1.074;-0.788;-2.596;-0.788;-1.808;0.997;0.959;0.949;0.946;1;1;1;1;1;1;1;1;1;1;1
200;5;continuous;binary;1;1;0;3;1.5;3;0;1;FALSE;0.431;-0.12;0.032;-0.264;0.032;-0.296;-0.787;-1.076;-0.796;-2.64;-0.796;-1.844;-0.861;-1.076;-0.797;-2.644;-0.797;-1.847;-0.24;-1.076;-0.791;-2.612;-0.791;-1.82;1;0.974;0.944;0.947;1;1;1;1;1;1;1;1;1;1;1
100;10;continuous;binary;1;1;0;3;1.5;3;0;1;FALSE;0.239;-0.022;0.012;-0.112;0.014;-0.128;-0.885;-1.073;-0.779;-2.489;-0.779;-1.71;-1.78137E+11;-1.072;7.62801E+11;3.16593E+12;3.91277E+11;2.2825E+12;-0.241;-1.072;-0.771;-2.437;-0.771;-1.667;1;0.853;0.92;0.921;1;1;1;1;1;1;1;1;1;1;1
200;10;continuous;binary;1;1;0;3;1.5;3;0;1;FALSE;0.23;-0.037;0.004;-0.173;0.003;-0.174;-0.889;-1.075;-0.785;-2.518;-0.785;-1.733;-0.953;-1.075;-0.791;-2.547;-0.791;-1.757;-0.247;-1.075;-0.777;-2.458;-0.777;-1.681;1;0.87;0.91;0.891;1;1;1;1;1;1;1;1;1;1;1
100;20;continuous;binary;1;1;0;3;1.5;3;0;1;FALSE;0.12;-0.041;-0.001;-0.063;-0.001;-0.065;-0.931;-1.071;5.91049E+11;1.56841E+12;5.91049E+11;9.77366E+11;-3.58793E+11;2.06223E+14;1.89731E+12;5.64652E+12;1.89731E+12;3.74921E+12;-0.237;-1.071;-0.755;-2.328;-0.755;-1.573;0.999;0.786;0.983;0.979;1;1;1;1;1;1;1;1;1;1;1
200;20;continuous;binary;1;1;0;3;1.5;3;0;1;FALSE;0.117;-0.033;-0.002;-0.056;-0.002;-0.051;-0.941;-1.077;-0.783;-2.47;-0.783;-1.686;-0.981;2.10344E+14;-0.794;-2.538;-0.794;-1.743;-0.25;-1.077;-0.77;-2.363;-0.77;-1.593;1;0.916;0.987;0.988;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;continuous;1;1;0;3;1.5;3;0;1;FALSE;0.02;0.004;0.004;-1.482;0.004;-1.485;0.02;0.004;0.004;-1.482;0.004;-1.485;0.012;0.005;0.005;-1.491;0.005;-1.495;0.516;0.004;0.004;-1.482;0.004;-1.485;1;0.999;1;1;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;continuous;1;1;0;3;1.5;3;0;1;FALSE;0.014;-0.002;-0.002;-1.482;-0.002;-1.479;0.014;-0.002;-0.002;-1.482;-0.002;-1.479;0.004;-0.003;-0.003;-1.49;-0.003;-1.487;0.511;-0.002;-0.002;-1.482;-0.002;-1.479;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;continuous;1;1;0;3;1.5;3;0;1;FALSE;0.009;0.001;0.001;-0.964;0.001;-0.965;0.009;0.001;0.001;-0.964;0.001;-0.965;0.002;0;0;-0.969;0;-0.97;0.519;0.001;0.001;-0.964;0.001;-0.965;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;continuous;1;1;0;3;1.5;3;0;1;FALSE;0.013;0.006;0.006;-1.005;0.006;-1.011;0.013;0.006;0.006;-1.005;0.006;-1.011;0.006;0.005;0.005;-1.01;0.005;-1.015;0.511;0.006;0.006;-1.005;0.006;-1.011;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;continuous;1;1;0;3;1.5;3;0;1;FALSE;0.006;0.002;0.002;-0.512;0.002;-0.514;0.006;0.002;0.002;-0.512;0.002;-0.514;0.001;0.001;0.001;-0.507;0.001;-0.508;0.535;0.002;0.002;-0.512;0.002;-0.514;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;continuous;1;1;0;3;1.5;3;0;1;FALSE;0.005;0.001;0.001;-0.608;0.001;-0.609;0.005;0.001;0.001;-0.608;0.001;-0.609;0.002;0.001;0.001;-0.607;0.001;-0.608;0.513;0.001;0.001;-0.608;0.001;-0.609;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;binary;1;3;0;3;1.5;3;0;1;FALSE;0.655;0.063;0.021;-0.077;0.023;-0.1;-0.519;-0.803;-0.756;-2.471;-0.756;-1.715;-0.598;-0.801;-0.753;-2.473;-0.753;-1.72;0.017;-0.806;-0.753;-2.468;-0.753;-1.715;0.929;0.934;0.94;0.943;1;1;1;1;1;1;1;1;1;1;1
200;5;binary;binary;1;3;0;3;1.5;3;0;1;FALSE;0.641;0.034;-0.001;-0.073;-0.001;-0.077;-0.532;-0.809;-0.767;-2.501;-0.767;-1.734;-0.619;-0.813;-0.771;-2.501;-0.771;-1.73;0.007;-0.812;-0.763;-2.497;-0.763;-1.734;0.909;0.918;0.929;0.933;1;1;1;1;1;1;1;1;1;1;1
100;10;binary;binary;1;3;0;3;1.5;3;0;1;FALSE;0.362;0.008;-0.001;0.103;0;0.101;-0.657;-0.816;-0.766;-2.393;-0.766;-1.627;-0.745;-0.819;-2.88495E+11;-2.25221E+12;-2.88495E+11;-1.96372E+12;0.005;-0.815;-0.762;-2.384;-0.762;-1.622;0.978;0.969;0.952;0.94;1;1;1;1;1;1;1;1;1;1;1
200;10;binary;binary;1;3;0;3;1.5;3;0;1;FALSE;0.339;-0.01;-0.018;-0.007;-0.016;0.011;-0.659;-0.817;-0.77;-2.419;-0.77;-1.649;-0.749;-0.821;-0.773;-2.423;-0.773;-1.65;-0.006;-0.817;-0.767;-2.415;-0.767;-1.647;0.992;0.992;0.913;0.908;1;1;1;1;1;1;1;1;1;1;1
100;20;binary;binary;1;3;0;3;1.5;3;0;1;FALSE;0.188;-0.001;-0.002;0.098;-0.001;0.09;-0.724;-0.817;-0.765;-2.343;-0.765;-1.578;-0.783;2.59641E+13;-1.02726E+12;2.51651E+12;-1.02728E+12;3.54637E+12;0.003;-0.814;-0.76;-2.329;-0.76;-1.569;0.976;0.987;0.979;0.976;1;1;1;1;1;1;1;1;1;1;1
200;20;binary;binary;1;3;0;3;1.5;3;0;1;FALSE;0.182;-0.001;-0.003;0.07;-0.003;0.071;-0.727;-0.818;-0.768;-2.381;-0.768;-1.613;-0.786;1.36757E+13;3.97176E+12;5.49142E+12;3.97176E+12;1.51966E+12;-0.014;-0.816;-0.765;-2.366;-0.765;-1.601;0.998;0.995;0.99;0.99;1;1;1;1;1;1;1;1;1;1;1
100;5;continuous;binary;1;3;0;3;1.5;3;0;1;FALSE;1.383;-0.17;0.195;0.59;0.204;0.411;-0.567;-1.327;8.63873E+11;1.97994E+12;8.63873E+11;1.11607E+12;-0.805;-1.325;1.63113E+12;7.66663E+12;1.63113E+12;6.0355E+12;0.222;-1.327;-0.734;-2.231;-0.734;-1.496;0.936;0.927;0.95;0.949;1;1;1;1;1;1;1;1;1;1;1
200;5;continuous;binary;1;3;0;3;1.5;3;0;1;FALSE;1.24;-0.283;0.116;0.361;0.115;0.239;-0.595;-1.327;-0.769;-2.331;-0.769;-1.562;-0.864;-1.328;1.84733E+11;5.3662E+11;1.84733E+11;3.51887E+11;0.189;-1.327;-0.76;-2.311;-0.76;-1.551;0.941;0.955;0.977;0.983;1;1;1;1;1;1;1;1;1;1;1
100;10;continuous;binary;1;3;0;3;1.5;3;0;1;FALSE;0.858;-0.127;0.052;0.253;0.055;0.204;-0.919;-1.325;7.93643E+11;1.52652E+12;7.93643E+11;7.32876E+11;-1.14;7.65173E+12;4.22974E+12;1.30202E+13;4.23409E+12;8.78704E+12;0.201;-1.325;-0.721;-2.159;-0.721;-1.438;0.927;0.903;0.949;0.949;1;1;1;1;1;1;1;1;1;1;1
200;10;continuous;binary;1;3;0;3;1.5;3;0;1;FALSE;0.824;-0.181;0.037;0.138;0.036;0.101;-0.937;-1.327;41144463990;1.93208E+11;41144463990;1.52064E+11;-1.163;5.9717E+12;1.02673E+12;2.37782E+12;1.02673E+12;1.35108E+12;0.178;-1.327;-0.744;-2.239;-0.744;-1.495;0.926;0.884;0.917;0.921;1;1;1;1;1;1;1;1;1;1;1
100;20;continuous;binary;1;3;0;3;1.5;3;0;1;FALSE;0.558;-0.078;0.012;0.091;0.011;0.076;-1.1;-1.327;5.108E+11;1.4407E+12;5.108E+11;9.29897E+11;-1.21;4.57347E+12;4.34403E+12;1.14998E+13;4.34892E+12;7.35396E+12;0.184;-1.327;-0.724;-2.148;-0.724;-1.423;0.986;0.923;0.926;0.926;1;1;1;1;1;1;1;1;1;1;1
200;20;continuous;binary;1;3;0;3;1.5;3;0;1;FALSE;0.558;-0.092;0.016;0.063;0.016;0.053;-1.112;-1.328;-0.755;-2.278;-0.755;-1.523;-1.224;9.52255E+12;6.78478E+11;9.1958E+11;6.78478E+11;2.41103E+11;0.172;-1.328;-0.736;-2.197;-0.736;-1.461;1;0.912;0.897;0.905;1;1;1;1;1;1;1;1;1;1;1
100;5;binary;continuous;1;3;0;3;1.5;3;0;1;FALSE;0.08;-0.006;-0.006;-0.424;-0.006;-0.419;0.08;-0.006;-0.006;-0.424;-0.006;-0.419;0.033;-0.004;-0.004;-0.428;-0.004;-0.424;1.626;-0.006;-0.006;-0.424;-0.006;-0.419;1;0.999;1;1;1;1;1;1;1;1;1;1;1;1;1
